stateid,fips,state,statename,year,stapr,netuit,fte,pc_income,ugradmerit,region_compact,tuitset
13,17,IL,Illinois,2012,3568336636,2027827593,384615,46047,1,3,4
13,17,IL,Illinois,2013,4061936129,2203354191,373403,47131,1,3,4
13,17,IL,Illinois,2014,4055752969,2252844387,362508,49504,1,3,4
13,17,IL,Illinois,2015,4129340132,2354393292,351917,51639,1,3,4
13,17,IL,Illinois,2016,3147287343,2415732385,341272,52509,1,3,4
14,18,IN,Indiana,1990,794800000,362100000,167999,17768,1,3,4
14,18,IN,Indiana,1991,854100000,390000000,171054,18121,1,3,4
14,18,IN,Indiana,1992,877000000,442600000,177364,19411,1,3,4
14,18,IN,Indiana,1993,871000000,474900000,181094,20232,1,3,4
14,18,IN,Indiana,1994,890300000,497600000,178048,21297,1,3,4
14,18,IN,Indiana,1995,894500000,527100000,173069,22047,1,3,4
14,18,IN,Indiana,1996,939500000,550600000,172362,23089,1,3,4
14,18,IN,Indiana,1997,990600000,584800000,174731,24096,1,3,4
14,18,IN,Indiana,1998,1044900000,616000000,178920,25757,1,3,4
14,18,IN,Indiana,1999,1102200000,648900000,183359,26592,1,3,4
14,18,IN,Indiana,2000,1178919000,701195000,187225,28138,1,3,4
14,18,IN,Indiana,2001,1230830000,751090000,188120,28640,1,3,4
14,18,IN,Indiana,2002,1141716683,872058000,198460,28918,1,3,4
14,18,IN,Indiana,2003,1251293134,998671290,208419,29394,1,3,4
14,18,IN,Indiana,2004,1294915900,1089775941,213357,30598,1,3,4
14,18,IN,Indiana,2005,1349363832,1171407183,214901,31339,1,3,4
14,18,IN,Indiana,2006,1356463982,1280885986,215349,32973,1,3,4
14,18,IN,Indiana,2007,1379799750,1337494158,217921,33913,1,3,4
14,18,IN,Indiana,2008,1441411209,1328003433,222837,35152,1,3,4
14,18,IN,Indiana,2009,1550903934,1474328111,232187,34015,1,3,4
14,18,IN,Indiana,2010,1532015744,1660671841,256596,35356,1,3,4
14,18,IN,Indiana,2011,1499753543,1777980202,263326,37531,1,3,4
14,18,IN,Indiana,2012,1476936515,2042096696,247019,39197,1,3,4
14,18,IN,Indiana,2013,1484383012,2087951243,238011,39511,1,3,4
14,18,IN,Indiana,2014,1588282488,2092348604,232357,40887,1,3,4
14,18,IN,Indiana,2015,1567098340,2154413654,229534,42326,1,3,4
14,18,IN,Indiana,2016,1657920986,2205821618,224508,43593,1,3,4
15,19,IA,Iowa,1990,495800000,202800000,97989,17628,1,3,3
15,19,IA,Iowa,1991,552300000,214700000,100764,17924,1,3,3
15,19,IA,Iowa,1992,529400000,227800000,90078,19086,1,3,3
15,19,IA,Iowa,1993,570700000,248400000,89981,19053,1,3,3
15,19,IA,Iowa,1994,594300000,261100000,94188,20677,1,3,3
15,19,IA,Iowa,1995,611200000,270800000,93641,21388,1,3,3
15,19,IA,Iowa,1996,643700000,281400000,100434,23209,1,3,3
15,19,IA,Iowa,1997,670600000,298700000,95023,24197,1,3,3
15,19,IA,Iowa,1998,704687593,323859838,96706,25346,1,3,3
15,19,IA,Iowa,1999,738126296,339493408,101566,25866,1,3,3
15,19,IA,Iowa,2000,774428066,360867963,103390,27535,1,3,3
15,19,IA,Iowa,2001,800212979,383667323,105545,28289,1,3,3
15,19,IA,Iowa,2002,737800639,428498278,110834,28944,1,3,3
15,19,IA,Iowa,2003,722750779,510572165,115060,29458,1,3,3
15,19,IA,Iowa,2004,691502472,552968127,117664,31680,1,3,3
15,19,IA,Iowa,2005,695064969,587759920,117737,32510,1,3,3
15,19,IA,Iowa,2006,729727256,601559014,112341,34348,1,3,3
15,19,IA,Iowa,2007,751826321,647191734,112934,36645,1,3,3
15,19,IA,Iowa,2008,818629509,683347067,115011,38576,1,3,3
15,19,IA,Iowa,2009,858096749,736705029,117254,37202,1,3,3
15,19,IA,Iowa,2010,815792362,843076558,127128,38139,1,3,3
15,19,IA,Iowa,2011,709388497,938365941,132744,40960,1,3,3
15,19,IA,Iowa,2012,692227822,994379661,132423,42906,1,3,3
15,19,IA,Iowa,2013,738780271,1023528924,129669,43451,1,3,3
15,19,IA,Iowa,2014,773118598,1067878653,127407,44749,1,3,3
15,19,IA,Iowa,2015,796651983,1098980511,124883,46191,1,3,3
15,19,IA,Iowa,2016,798278638,1130329849,126165,46350,1,3,3
16,20,KS,Kansas,1990,430200000,132300000,102656,18438,1,3,3
16,20,KS,Kansas,1991,446000000,144600000,104681,18934,1,3,3
16,20,KS,Kansas,1992,446100000,161000000,107093,20115,1,3,3
16,20,KS,Kansas,1993,462500000,179200000,108476,20853,1,3,3
16,20,KS,Kansas,1994,479300000,192300000,107521,21599,1,3,3
16,20,KS,Kansas,1995,503600000,203900000,106334,22349,1,3,3
16,20,KS,Kansas,1996,518900000,214700000,105827,23688,1,3,3
16,20,KS,Kansas,1997,525500000,224700000,100292,24958,1,3,3
16,20,KS,Kansas,1998,560600000,234500000,100435,26305,1,3,3
16,20,KS,Kansas,1999,594200000,243000000,105020,26988,1,3,3
16,20,KS,Kansas,2000,643637130,246367680,99430,28304,1,3,3
16,20,KS,Kansas,2001,676662130,256982649,100476,29123,1,3,3
16,20,KS,Kansas,2002,705270131,273799509,104341,29253,1,3,3
16,20,KS,Kansas,2003,672391320,313852084,109045,29947,1,3,3
16,20,KS,Kansas,2004,679154249,366429005,110243,30669,1,3,3
16,20,KS,Kansas,2005,719745106,420796793,111948,32234,1,3,3
16,20,KS,Kansas,2006,765633656,460343135,127645,35408,1,3,3
16,20,KS,Kansas,2007,780207262,518603626,127245,37776,1,3,3
16,20,KS,Kansas,2008,814881455,515447096,121743,40738,1,3,3
16,20,KS,Kansas,2009,804820532,581970529,125959,39002,1,3,3
16,20,KS,Kansas,2010,783237815,641365748,133126,39424,1,3,3
16,20,KS,Kansas,2011,784495910,698588789,135901,42626,1,3,3
16,20,KS,Kansas,2012,741965529,743939798,135916,45004,1,3,3
16,20,KS,Kansas,2013,784521147,760209803,134175,45816,0,3,3
16,20,KS,Kansas,2014,760338749,802741514,131787,46680,0,3,3
16,20,KS,Kansas,2015,792373077,834676916,129874,47169,0,3,3
16,20,KS,Kansas,2016,755089746,849493435,127329,47438,0,3,3
17,21,KY,Kentucky,1990,539700000,141300000,108245,15613,0,1,3
17,21,KY,Kentucky,1991,600600000,148700000,114792,16345,0,1,3
17,21,KY,Kentucky,1992,634000000,185300000,129791,17407,0,1,3
17,21,KY,Kentucky,1993,601000000,197400000,121414,17871,0,1,3
17,21,KY,Kentucky,1994,621500000,199800000,119818,18604,0,1,3
17,21,KY,Kentucky,1995,648300000,208600000,117386,19307,0,1,3
17,21,KY,Kentucky,1996,649800000,254700000,115839,20314,0,1,3
17,21,KY,Kentucky,1997,699500000,259800000,114390,21388,0,1,3
17,21,KY,Kentucky,1998,760000000,267200000,113583,22517,0,1,3
17,21,KY,Kentucky,1999,880600000,294880500,114359,23280,1,1,3
17,21,KY,Kentucky,2000,917450500,329832500,113568,24918,1,1,3
17,21,KY,Kentucky,2001,993133400,354995900,119500,25631,1,1,3
17,21,KY,Kentucky,2002,1075914000,377010200,131313,26075,1,1,3
17,21,KY,Kentucky,2003,1055427465,406867216,141005,26611,1,1,3
17,21,KY,Kentucky,2004,1063132000,363641481,140056,27953,1,1,3
17,21,KY,Kentucky,2005,1003278700,455960775,140579,29053,1,1,3
17,21,KY,Kentucky,2006,1127597869,488047191,140769,30507,1,1,3
17,21,KY,Kentucky,2007,1163643600,560494869,140621,31599,1,1,3
17,21,KY,Kentucky,2008,1232060900,624762285,142382,32745,1,1,3
17,21,KY,Kentucky,2009,1192955843,678629056,144641,32160,1,1,3
17,21,KY,Kentucky,2010,1192819872,738040278,154247,33119,1,1,3
17,21,KY,Kentucky,2011,1192790472,804759253,159806,34574,1,1,3
17,21,KY,Kentucky,2012,1145306069,850582303,159306,35681,1,1,3
17,21,KY,Kentucky,2013,1099824755,876249023,155586,35836,1,1,3
17,21,KY,Kentucky,2014,1104770827,907675906,154782,37461,1,1,3
17,21,KY,Kentucky,2015,1091570808,961022034,152317,38943,1,1,3
17,21,KY,Kentucky,2016,1093517976,973716968,149314,39433,1,1,3
18,22,LA,Louisiana,1990,527500000,222400000,120323,15369,1,1,1
18,22,LA,Louisiana,1991,585200000,231600000,125712,16084,1,1,1
18,22,LA,Louisiana,1992,587300000,237600000,132910,17066,1,1,1
18,22,LA,Louisiana,1993,575700000,269400000,136554,17809,1,1,1
18,22,LA,Louisiana,1994,567600000,315600000,134990,18840,1,1,1
18,22,LA,Louisiana,1995,589600000,314700000,135884,19630,1,1,1
18,22,LA,Louisiana,1996,593900000,325000000,136188,20409,1,1,1
18,22,LA,Louisiana,1997,645900000,330600000,136135,21352,1,1,1
18,22,LA,Louisiana,1998,726000000,340300000,137610,22278,1,1,1
18,22,LA,Louisiana,1999,942742597,354000000,169864,22718,1,1,1
18,22,LA,Louisiana,2000,975076762,262570700,170175,23943,1,1,1
18,22,LA,Louisiana,2001,995020964,281940713,168121,25543,1,1,1
18,22,LA,Louisiana,2002,1126180792,289988341,172092,26162,1,1,1
18,22,LA,Louisiana,2003,1181487845,318119057,177275,26778,1,1,1
18,22,LA,Louisiana,2004,1230324786,357356559,183276,27717,1,1,1
18,22,LA,Louisiana,2005,1273028888,364239362,183409,29656,1,1,1
18,22,LA,Louisiana,2006,1275793047,457672954,166536,33410,1,1,1
18,22,LA,Louisiana,2007,1445096584,438968999,166671,35832,1,1,1
18,22,LA,Louisiana,2008,1620573714,359659337,165255,37872,1,1,1
18,22,LA,Louisiana,2009,1584848557,401886698,169602,36375,1,1,1
18,22,LA,Louisiana,2010,1479727222,444945951,178931,37513,1,1,1
18,22,LA,Louisiana,2011,1568350033,465338841,183633,38507,1,1,1
18,22,LA,Louisiana,2012,1221589526,615353756,181589,40429,1,1,1
18,22,LA,Louisiana,2013,1157599416,672197554,174552,40734,1,1,1
18,22,LA,Louisiana,2014,1108143129,701818026,168001,42566,1,1,1
18,22,LA,Louisiana,2015,1101847943,739370138,165329,42890,1,1,1
18,22,LA,Louisiana,2016,1159382504,690371506,167896,42654,1,1,1
19,23,ME,Maine,1990,169100000,55300000,28716,17756,0,4,3
19,23,ME,Maine,1991,164000000,60000000,29554,17986,0,4,3
19,23,ME,Maine,1992,165500000,75500000,29979,18833,0,4,3
19,23,ME,Maine,1993,165300000,81400000,29722,19395,0,4,3
19,23,ME,Maine,1994,167000000,88000000,28212,20187,0,4,3
19,23,ME,Maine,1995,169000000,93600000,27433,21053,0,4,3
19,23,ME,Maine,1996,171900000,93400000,26834,22139,0,4,3
19,23,ME,Maine,1997,175200000,100700000,27154,23247,0,4,3
19,23,ME,Maine,1998,179655182,104546500,26913,24574,0,4,3
19,23,ME,Maine,1999,192214809,105086115,27640,25691,0,4,3
19,23,ME,Maine,2000,206026652,109355929,28910,27450,0,4,3
19,23,ME,Maine,2001,222133063,109395113,29287,28778,0,4,3
19,23,ME,Maine,2002,232263330,119211124,30560,29685,0,4,3
19,23,ME,Maine,2003,229726273,137765582,32736,30705,0,4,3
19,23,ME,Maine,2004,227249215,169289711,34516,32094,0,4,3
19,23,ME,Maine,2005,237054714,184640981,35167,32735,0,4,3
19,23,ME,Maine,2006,239708305,199333560,35235,34397,0,4,3
19,23,ME,Maine,2007,252211658,215841848,35514,35614,0,4,3
19,23,ME,Maine,2008,266898256,236445333,35533,36951,0,4,3
19,23,ME,Maine,2009,266006810,273502271,35968,36917,0,4,3
19,23,ME,Maine,2010,266226696,292863899,37517,37852,0,4,3
19,23,ME,Maine,2011,273177429,305726554,38284,39345,0,4,3
19,23,ME,Maine,2012,267337778,313256197,37897,40198,0,4,3
19,23,ME,Maine,2013,262485506,318438429,37342,40142,0,4,3
19,23,ME,Maine,2014,268428636,318481078,36577,41831,0,4,3
19,23,ME,Maine,2015,268906189,320954996,35445,43642,0,4,3
19,23,ME,Maine,2016,280367199,306929919,34604,44749,0,4,3
20,24,MD,Maryland,1990,792200000,294500000,155488,23104,1,1,4
20,24,MD,Maryland,1991,782700000,302900000,166686,23605,1,1,4
20,24,MD,Maryland,1992,686500000,377100000,155929,24503,1,1,4
20,24,MD,Maryland,1993,722000000,416200000,154175,25239,1,1,4
20,24,MD,Maryland,1994,714700000,399800000,152255,26161,1,1,4
20,24,MD,Maryland,1995,753900000,411800000,151813,27070,1,1,4
20,24,MD,Maryland,1996,779600000,447300000,151303,28119,1,1,4
20,24,MD,Maryland,1997,807100000,470100000,157929,29432,1,1,4
20,24,MD,Maryland,1998,839600000,511400000,161140,31389,1,1,4
20,24,MD,Maryland,1999,901500000,656015169,164225,33038,1,1,4
20,24,MD,Maryland,2000,999702625,690238915,167438,35572,1,1,4
20,24,MD,Maryland,2001,1233033099,742194906,175085,37043,1,1,4
20,24,MD,Maryland,2002,1251215744,773791846,174136,38047,1,1,4
20,24,MD,Maryland,2003,1156972057,839240220,168261,39394,1,1,4
20,24,MD,Maryland,2004,1097309836,954574104,165502,41732,1,1,4
20,24,MD,Maryland,2005,1137581869,1123872138,196626,43693,1,1,4
20,24,MD,Maryland,2006,1207602866,1188600427,192614,45796,1,1,4
20,24,MD,Maryland,2007,1378361263,1226801471,197966,47465,1,1,4
20,24,MD,Maryland,2008,1478284160,1279657112,207255,49307,1,1,4
20,24,MD,Maryland,2009,1544215869,1440862150,231079,48609,1,1,4
20,24,MD,Maryland,2010,1543276838,1534937474,231189,49857,1,1,4
20,24,MD,Maryland,2011,1540413613,1648105024,238742,52266,1,1,4
20,24,MD,Maryland,2012,1551475938,1744255919,242955,53361,1,1,4
20,24,MD,Maryland,2013,1562585982,1774080144,238814,52871,1,1,4
20,24,MD,Maryland,2014,1660437817,1743565901,232935,54542,1,1,4
20,24,MD,Maryland,2015,1732663435,1805548949,233208,57009,1,1,4
20,24,MD,Maryland,2016,1808877067,1878577329,234124,58934,1,1,4
21,25,MA,Massachusetts,1990,681600000,200000000,122586,23118,1,4,3
21,25,MA,Massachusetts,1991,603700000,248100000,121414,23486,0,4,3
21,25,MA,Massachusetts,1992,521400000,317100000,118885,24628,1,4,3
21,25,MA,Massachusetts,1993,601500000,309600000,121045,25471,1,4,3
21,25,MA,Massachusetts,1994,660800000,314500000,120049,26607,1,4,3
21,25,MA,Massachusetts,1995,698400000,312300000,118622,27964,1,4,3
21,25,MA,Massachusetts,1996,738300000,311300000,115252,29545,1,4,3
21,25,MA,Massachusetts,1997,799200000,317300000,114327,31180,1,4,3
21,25,MA,Massachusetts,1998,858800000,373600000,114154,32964,1,4,3
21,25,MA,Massachusetts,1999,922800000,401500000,117299,34959,1,4,3
21,25,MA,Massachusetts,2000,1009800000,416900000,118949,38577,1,4,3
21,25,MA,Massachusetts,2001,1106112369,436900000,119717,39888,1,4,3
21,25,MA,Massachusetts,2002,1014459029,459973000,123602,39621,1,4,3
21,25,MA,Massachusetts,2003,983608518,530224790,137045,40453,1,4,3
21,25,MA,Massachusetts,2004,874444776,641820773,137279,42637,1,4,3
21,25,MA,Massachusetts,2005,996835652,694158259,137677,44609,1,4,3
21,25,MA,Massachusetts,2006,1104271509,733106890,139874,48012,1,4,3
21,25,MA,Massachusetts,2007,1211148658,786638582,143565,50254,1,4,3
21,25,MA,Massachusetts,2008,1299664899,853664658,148288,51859,1,4,3
21,25,MA,Massachusetts,2009,1193761674,913441670,155387,50962,1,4,3
21,25,MA,Massachusetts,2010,1163385167,988836678,165244,53061,1,4,3
21,25,MA,Massachusetts,2011,1169733650,1066386188,168671,55273,1,4,3
21,25,MA,Massachusetts,2012,1165231136,947539477,170221,57323,1,4,3
21,25,MA,Massachusetts,2013,1212673382,1004739170,171974,57394,1,4,3
21,25,MA,Massachusetts,2014,1303221808,1021560487,172574,59892,1,4,3
21,25,MA,Massachusetts,2015,1426563697,1029492225,170703,63505,1,4,3
21,25,MA,Massachusetts,2016,1456951354,1071976171,169189,65164,1,4,3
22,26,MI,Michigan,1990,1408000000,876300000,327164,19051,0,3,4
22,26,MI,Michigan,1991,1423900000,928000000,334443,19298,0,3,4
22,26,MI,Michigan,1992,1479100000,1004200000,340230,20280,0,3,4
22,26,MI,Michigan,1993,1492200000,1109900000,340379,21219,0,3,4
22,26,MI,Michigan,1994,1504600000,1190800000,327690,22687,0,3,4
22,26,MI,Michigan,1995,1554900000,1242300000,317572,23801,0,3,4
22,26,MI,Michigan,1996,1615000000,1304000000,312658,24821,0,3,4
22,26,MI,Michigan,1997,1696500000,1372500000,311327,25990,0,3,4
22,26,MI,Michigan,1998,1749000000,1422000000,320533,27322,0,3,4
22,26,MI,Michigan,1999,1802000000,1452800000,325134,28582,0,3,4
22,26,MI,Michigan,2000,1988300000,1451600000,327342,30310,0,3,4
22,26,MI,Michigan,2001,2124200000,1533700000,333584,30688,0,3,4
22,26,MI,Michigan,2002,2158600000,1692500000,350261,30590,0,3,4
22,26,MI,Michigan,2003,2051201587,1973954778,352290,31254,1,3,4
22,26,MI,Michigan,2004,1889028600,2199404712,368600,32076,1,3,4
22,26,MI,Michigan,2005,1861051500,2337319424,371950,32755,1,3,4
22,26,MI,Michigan,2006,1921351700,2545082391,378034,33624,1,3,4
22,26,MI,Michigan,2007,1946768388,2775147433,384455,34704,1,3,4
22,26,MI,Michigan,2008,1952524388,3122583991,395019,35595,1,3,4
22,26,MI,Michigan,2009,1965266088,3315266061,409270,33938,1,3,4
22,26,MI,Michigan,2010,1865681975,3835684550,434490,35300,1,3,4
22,26,MI,Michigan,2011,1827793875,4077480978,435592,37462,1,3,4
22,26,MI,Michigan,2012,1549564500,4379900579,423785,38942,1,3,4
22,26,MI,Michigan,2013,1608741048,4522030281,411770,39272,1,3,4
22,26,MI,Michigan,2014,1668950645,4655674286,400859,41050,1,3,4
22,26,MI,Michigan,2015,1781575564,4815728676,390174,43408,1,3,4
22,26,MI,Michigan,2016,1822394014,4961810558,380221,44668,1,3,4
23,27,MN,Minnesota,1990,902500000,258200000,177032,19935,0,3,3
23,27,MN,Minnesota,1991,948100000,284100000,179644,20322,0,3,3
23,27,MN,Minnesota,1992,941800000,315600000,175191,21581,1,3,3
23,27,MN,Minnesota,1993,948600000,350500000,173835,21947,1,3,3
23,27,MN,Minnesota,1994,940100000,347600000,170649,23242,1,3,3
23,27,MN,Minnesota,1995,983800000,359800000,167537,24320,1,3,3
23,27,MN,Minnesota,1996,1006200000,362600000,161031,25932,1,3,3
23,27,MN,Minnesota,1997,1079600000,369800000,156851,27087,1,3,3
23,27,MN,Minnesota,1998,1166600000,385100000,156973,29056,1,3,3
23,27,MN,Minnesota,1999,1267900000,392040000,154175,30151,1,3,3
23,27,MN,Minnesota,2000,1288500000,418317000,161383,32252,1,3,3
23,27,MN,Minnesota,2001,1315100000,453718000,167238,33258,1,3,3
23,27,MN,Minnesota,2002,1397800000,501369000,176545,33852,1,3,3
23,27,MN,Minnesota,2003,1255455000,640824000,185452,35195,1,3,3
23,27,MN,Minnesota,2004,1227802000,756096000,189848,37027,1,3,3
23,27,MN,Minnesota,2005,1215367000,843952000,190087,37862,1,3,3
23,27,MN,Minnesota,2006,1309404000,882721000,189009,39531,1,3,3
23,27,MN,Minnesota,2007,1335975000,942968000,191456,41527,1,3,3
23,27,MN,Minnesota,2008,1497406000,1013766000,196014,42934,1,3,3
23,27,MN,Minnesota,2009,1494511532,1074658000,200732,40860,1,3,3
23,27,MN,Minnesota,2010,1490577000,1455113575,215009,42478,1,3,3
23,27,MN,Minnesota,2011,1331928696,1573515354,214342,45165,1,3,3
23,27,MN,Minnesota,2012,1227454984,1677759468,214653,47676,1,3,3
23,27,MN,Minnesota,2013,1225408355,1661712699,210332,47716,1,3,3
23,27,MN,Minnesota,2014,1329466162,1641731821,203523,49948,1,3,3
23,27,MN,Minnesota,2015,1382469010,1609061220,198328,51936,1,3,3
23,27,MN,Minnesota,2016,1468481298,1633436187,193197,52750,1,3,3
24,28,MS,Mississippi,1990,385500000,131400000,97721,13356,1,1,3
24,28,MS,Mississippi,1991,377600000,146400000,95513,13964,1,1,3
24,28,MS,Mississippi,1992,362900000,169500000,96515,14888,1,1,3
24,28,MS,Mississippi,1993,388100000,196900000,99058,15667,1,1,3
24,28,MS,Mississippi,1994,411200000,202200000,101068,16737,1,1,3
24,28,MS,Mississippi,1995,562600000,202800000,100786,17488,1,1,3
24,28,MS,Mississippi,1996,595500000,208500000,101584,18386,1,1,3
24,28,MS,Mississippi,1997,603400000,170100000,96350,19221,1,1,3
24,28,MS,Mississippi,1998,659002000,180400000,99503,20252,1,1,3
24,28,MS,Mississippi,1999,716326000,194900000,103507,20730,1,1,3
24,28,MS,Mississippi,2000,840943000,206537650,100634,21696,1,1,3
24,28,MS,Mississippi,2001,786025734,222115543,102490,22865,1,1,3
24,28,MS,Mississippi,2002,728229349,274851734,107110,23218,1,1,3
24,28,MS,Mississippi,2003,731013745,312885442,111650,24049,1,1,3
24,28,MS,Mississippi,2004,761522709,320938822,115613,25232,1,1,3
24,28,MS,Mississippi,2005,754475318,361851956,118060,26764,1,1,3
24,28,MS,Mississippi,2006,766885331,362177784,117731,27907,1,1,3
24,28,MS,Mississippi,2007,874412708,383538265,115739,29406,1,1,3
24,28,MS,Mississippi,2008,1040937018,449511043,117532,30544,1,1,3
24,28,MS,Mississippi,2009,974143046,487292732,118572,29938,1,1,3
24,28,MS,Mississippi,2010,1065505799,526819278,127025,30947,1,1,3
24,28,MS,Mississippi,2011,1015227147,587935927,138859,32179,1,1,3
24,28,MS,Mississippi,2012,949875161,637517566,137888,33317,1,1,3
24,28,MS,Mississippi,2013,920702025,651695512,132114,33839,1,1,3
24,28,MS,Mississippi,2014,968888056,686946035,130436,34610,1,1,3
24,28,MS,Mississippi,2015,1003931102,710330675,129481,35097,1,1,3
24,28,MS,Mississippi,2016,1033364037,745579757,128728,35778,1,1,3
25,29,MO,Missouri,1990,577300000,231700000,146683,17920,1,3,4
25,29,MO,Missouri,1991,596200000,273700000,154247,18559,1,3,4
25,29,MO,Missouri,1992,557600000,313600000,150971,19578,1,3,4
25,29,MO,Missouri,1993,589100000,363700000,155436,20265,1,3,4
25,29,MO,Missouri,1994,602300000,379100000,149800,21296,1,3,4
25,29,MO,Missouri,1995,648400000,395400000,146776,22236,1,3,4
25,29,MO,Missouri,1996,697900000,457400000,146566,23321,1,3,4
25,29,MO,Missouri,1997,749200000,338000000,146221,24507,1,3,4
25,29,MO,Missouri,1998,816300000,344000000,148155,25561,1,3,4
25,29,MO,Missouri,1999,891200000,350190981,151121,26434,1,3,4
25,29,MO,Missouri,2000,941992082,365954436,154631,28028,1,3,4
25,29,MO,Missouri,2001,987983197,399148848,156588,28730,1,3,4
25,29,MO,Missouri,2002,858713957,415882706,163408,29212,1,3,4
25,29,MO,Missouri,2003,871742665,510849878,166014,30089,1,3,4
25,29,MO,Missouri,2004,886183266,573031972,167742,31419,1,3,4
25,29,MO,Missouri,2005,905405510,684138450,158958,32274,1,3,4
25,29,MO,Missouri,2006,907465632,693098974,160918,33965,1,3,4
25,29,MO,Missouri,2007,959909293,696067772,163354,35360,1,3,4
25,29,MO,Missouri,2008,980099165,744495198,164160,37038,1,3,4
25,29,MO,Missouri,2009,1056104839,821042651,177751,36158,1,3,4
25,29,MO,Missouri,2010,1038833630,774460266,191608,36782,1,3,4
25,29,MO,Missouri,2011,969491861,936931726,197890,38213,1,3,4
25,29,MO,Missouri,2012,901051554,1009363292,196360,40002,1,3,4
25,29,MO,Missouri,2013,896505700,1032026271,196659,40155,1,3,4
25,29,MO,Missouri,2014,920569646,1093890282,196831,41550,1,3,4
25,29,MO,Missouri,2015,1008734682,1101696194,186936,42845,1,3,4
25,29,MO,Missouri,2016,1010986768,1093528556,192781,43615,1,3,4
26,30,MT,Montana,1990,109600000,29100000,27471,15469,0,2,3
26,30,MT,Montana,1991,115900000,31400000,28054,16298,0,2,3
26,30,MT,Montana,1992,130200000,35100000,28666,16971,0,2,3
26,30,MT,Montana,1993,123200000,46000000,29310,17950,0,2,3
26,30,MT,Montana,1994,117500000,56800000,29700,18095,0,2,3
26,30,MT,Montana,1995,123300000,65400000,32088,18728,0,2,3
26,30,MT,Montana,1996,122600000,76900000,32370,19411,0,2,3
