stateid,fips,state,statename,year,stapr,netuit,fte,pc_income,ugradmerit,region_compact,tuitset
38,42,PA,Pennsylvania,2007,1922791404,2458051547,337425,40314,0,0,3
38,42,PA,Pennsylvania,2008,1962241410,2653597434,343043,41575,0,0,3
38,42,PA,Pennsylvania,2009,1982938400,2969789103,353494,40398,0,0,3
38,42,PA,Pennsylvania,2010,1725794863,3288017259,371286,41997,0,0,3
38,42,PA,Pennsylvania,2011,1731374473,3546637211,374997,44146,0,0,3
38,42,PA,Pennsylvania,2012,1401117414,3383828425,369046,45986,0,0,3
38,42,PA,Pennsylvania,2013,1388968820,3599042396,364468,46348,1,0,3
38,42,PA,Pennsylvania,2014,1405548159,3676049675,358820,48314,1,0,3
38,42,PA,Pennsylvania,2015,1441136871,3827265795,355062,50261,1,0,3
38,42,PA,Pennsylvania,2016,1431841604,3950276832,350598,51407,1,0,3
39,44,RI,Rhode Island,1990,124800000,64400000,26668,20316,1,4,3
39,44,RI,Rhode Island,1991,112000000,76400000,27874,20419,1,4,3
39,44,RI,Rhode Island,1992,103000000,91000000,28450,21329,0,4,3
39,44,RI,Rhode Island,1993,104800000,100000000,28351,22180,0,4,3
39,44,RI,Rhode Island,1994,109000000,101700000,26735,22728,0,4,3
39,44,RI,Rhode Island,1995,115500000,107400000,25843,23918,0,4,3
39,44,RI,Rhode Island,1996,118000000,109000000,25117,24657,0,4,3
39,44,RI,Rhode Island,1997,123700000,108700000,24774,25975,0,4,3
39,44,RI,Rhode Island,1998,129200000,111200000,24730,27425,0,4,3
39,44,RI,Rhode Island,1999,138100000,111200000,24785,28489,0,4,3
39,44,RI,Rhode Island,2000,152100000,122700000,25402,30424,0,4,3
39,44,RI,Rhode Island,2001,165943600,130586601,25622,31817,0,4,3
39,44,RI,Rhode Island,2002,177472666,139911817,26677,32859,0,4,3
39,44,RI,Rhode Island,2003,172546294,153663438,26887,34358,0,4,3
39,44,RI,Rhode Island,2004,177104304,171945645,27815,36044,0,4,3
39,44,RI,Rhode Island,2005,180417154,190438106,28117,37046,0,4,3
39,44,RI,Rhode Island,2006,185472885,206253785,28092,39186,0,4,3
39,44,RI,Rhode Island,2007,189391902,230424270,28926,41049,0,4,3
39,44,RI,Rhode Island,2008,183391185,202030502,30120,41787,0,4,3
39,44,RI,Rhode Island,2009,159438816,225838764,30774,40760,0,4,3
39,44,RI,Rhode Island,2010,153104074,244119310,32071,42844,0,4,3
39,44,RI,Rhode Island,2011,158443823,252953891,31724,44548,0,4,3
39,44,RI,Rhode Island,2012,175683425,258789949,31729,46196,0,4,3
39,44,RI,Rhode Island,2013,156563306,272944370,31699,46229,0,4,3
39,44,RI,Rhode Island,2014,161089305,270245659,31506,48203,0,4,3
39,44,RI,Rhode Island,2015,168136070,277234057,31547,50187,0,4,3
39,44,RI,Rhode Island,2016,178544483,285155909,30757,50830,0,4,3
40,45,SC,South Carolina,1990,554600000,160400000,103083,16109,0,1,4
40,45,SC,South Carolina,1991,614700000,239600000,105570,16495,0,1,4
40,45,SC,South Carolina,1992,589700000,239800000,111964,17316,0,1,4
40,45,SC,South Carolina,1993,600700000,273000000,118794,17991,0,1,4
40,45,SC,South Carolina,1994,609100000,302800000,126891,18867,0,1,4
40,45,SC,South Carolina,1995,635500000,337700000,126479,19765,0,1,4
40,45,SC,South Carolina,1996,651300000,352700000,123261,20755,0,1,4
40,45,SC,South Carolina,1997,687900000,387600000,125382,21728,0,1,4
40,45,SC,South Carolina,1998,722300000,421600000,127873,22912,0,1,4
40,45,SC,South Carolina,1999,754700000,303486575,130936,23752,1,1,4
40,45,SC,South Carolina,2000,783134622,328766405,128067,25138,1,1,4
40,45,SC,South Carolina,2001,818752589,386376970,132404,25745,1,1,4
40,45,SC,South Carolina,2002,769215580,447619415,136300,26176,1,1,4
40,45,SC,South Carolina,2003,986409270,495097611,137267,26785,1,1,4
40,45,SC,South Carolina,2004,859937083,603218854,143071,27905,1,1,4
40,45,SC,South Carolina,2005,898815592,689770444,142567,29153,1,1,4
40,45,SC,South Carolina,2006,971222165,758593690,144401,30882,1,1,4
40,45,SC,South Carolina,2007,1040381115,782124686,145859,32249,1,1,4
40,45,SC,South Carolina,2008,1119892158,813867632,149541,32951,1,1,4
40,45,SC,South Carolina,2009,887476504,836570896,157467,31724,1,1,4
40,45,SC,South Carolina,2010,931569404,986897823,171727,32455,1,1,4
40,45,SC,South Carolina,2011,834955978,1122513957,172375,34056,1,1,4
40,45,SC,South Carolina,2012,766006874,1232205845,173448,35517,1,1,4
40,45,SC,South Carolina,2013,816163506,1283364069,178240,35678,1,1,4
40,45,SC,South Carolina,2014,814180695,1318386826,174816,37545,1,1,4
40,45,SC,South Carolina,2015,873069120,1442871931,174643,39425,1,1,4
40,45,SC,South Carolina,2016,926786299,1499805702,171202,40325,1,1,4
41,46,SD,South Dakota,1990,78100000,36400000,19108,16475,1,3,3
41,46,SD,South Dakota,1991,83300000,40400000,20062,17006,1,3,3
41,46,SD,South Dakota,1992,89400000,43700000,20952,18156,1,3,3
41,46,SD,South Dakota,1993,73500000,49300000,21890,18737,1,3,3
41,46,SD,South Dakota,1994,99300000,52600000,22917,19962,1,3,3
41,46,SD,South Dakota,1995,98800000,53900000,22765,20169,0,3,3
41,46,SD,South Dakota,1996,105500000,61600000,22101,22157,0,3,3
41,46,SD,South Dakota,1997,108800000,63800000,21375,22582,0,3,3
41,46,SD,South Dakota,1998,108500000,70000000,20564,24449,0,3,3
41,46,SD,South Dakota,1999,114100000,70280013,20476,25445,0,3,3
41,46,SD,South Dakota,2000,118100000,79166574,22056,26890,0,3,3
41,46,SD,South Dakota,2001,122200000,82904661,22064,27682,0,3,3
41,46,SD,South Dakota,2002,129200000,89497977,22573,27635,0,3,3
41,46,SD,South Dakota,2003,149665555,114473635,28232,30010,0,3,3
41,46,SD,South Dakota,2004,153592900,128234797,28154,31923,0,3,3
41,46,SD,South Dakota,2005,162643965,137554980,28523,33598,1,3,3
41,46,SD,South Dakota,2006,165351463,141554716,29254,35125,1,3,3
41,46,SD,South Dakota,2007,178444232,153590612,29231,38579,1,3,3
41,46,SD,South Dakota,2008,198402438,152436029,29595,40836,1,3,3
41,46,SD,South Dakota,2009,198987452,163761059,31027,39255,1,3,3
41,46,SD,South Dakota,2010,198009646,202241805,32324,41061,1,3,3
41,46,SD,South Dakota,2011,195958985,220782102,33313,44489,1,3,3
41,46,SD,South Dakota,2012,180333709,247689117,33540,45018,1,3,3
41,46,SD,South Dakota,2013,195533183,257079016,32945,45105,1,3,3
41,46,SD,South Dakota,2014,207046993,274788089,33659,46901,1,3,3
41,46,SD,South Dakota,2015,216424082,284451161,33938,48658,1,3,3
41,46,SD,South Dakota,2016,217175559,293301861,33675,48429,1,3,3
42,47,TN,Tennessee,1990,694900000,195900000,137078,16709,1,1,3
42,47,TN,Tennessee,1991,697200000,218500000,144468,17318,1,1,3
42,47,TN,Tennessee,1992,666300000,238000000,152824,18625,1,1,3
42,47,TN,Tennessee,1993,747700000,258800000,155648,19482,1,1,3
42,47,TN,Tennessee,1994,812900000,281000000,155699,20357,1,1,3
42,47,TN,Tennessee,1995,881500000,287300000,152437,21469,1,1,3
42,47,TN,Tennessee,1996,889000000,302500000,153375,22301,1,1,3
42,47,TN,Tennessee,1997,902000000,327100000,155466,23267,1,1,3
42,47,TN,Tennessee,1998,896300000,355100000,158340,25382,1,1,3
42,47,TN,Tennessee,1999,956700000,432792800,159909,26070,1,1,3
42,47,TN,Tennessee,2000,974327800,442334100,160751,27276,1,1,3
42,47,TN,Tennessee,2001,1039396400,415345000,159838,27728,1,1,3
42,47,TN,Tennessee,2002,1063314250,475145475,160822,28298,1,1,3
42,47,TN,Tennessee,2003,1085737400,524676100,167634,29187,1,1,3
42,47,TN,Tennessee,2004,1073505180,593378327,169613,30577,1,1,3
42,47,TN,Tennessee,2005,1312800800,569389000,170084,31523,1,1,3
42,47,TN,Tennessee,2006,1327610200,601457400,169042,33040,1,1,3
42,47,TN,Tennessee,2007,1447787700,594334400,171845,34178,1,1,3
42,47,TN,Tennessee,2008,1570983191,614742716,173706,35020,1,1,3
42,47,TN,Tennessee,2009,1589309381,648210752,178100,34462,1,1,3
42,47,TN,Tennessee,2010,1576715876,725831090,190286,35838,1,1,3
42,47,TN,Tennessee,2011,1576667913,825307775,201378,37792,1,1,3
42,47,TN,Tennessee,2012,1329799005,939248900,201735,39435,1,1,3
42,47,TN,Tennessee,2013,1367575784,997406770,196097,39533,1,1,3
42,47,TN,Tennessee,2014,1500244699,1066458036,190485,40972,1,1,3
42,47,TN,Tennessee,2015,1494713962,1101868418,185316,42810,1,1,3
42,47,TN,Tennessee,2016,1553428543,1132898144,185543,43961,1,1,3
43,48,TX,Texas,1990,3144900000,605700000,593659,17455,0,1,3
43,48,TX,Texas,1991,2961600000,666800000,612033,17897,0,1,3
43,48,TX,Texas,1992,3278000000,754700000,618889,18956,0,1,3
43,48,TX,Texas,1993,3246300000,868200000,625718,19624,0,1,3
43,48,TX,Texas,1994,3553100000,918900000,624173,20287,0,1,3
43,48,TX,Texas,1995,3556200000,1013500000,622408,21246,0,1,3
43,48,TX,Texas,1996,3709700000,1174000000,619578,22397,0,1,3
43,48,TX,Texas,1997,3664000000,1337300000,628214,23919,0,1,3
43,48,TX,Texas,1998,3982800000,1366100000,631994,25523,0,1,3
43,48,TX,Texas,1999,3961800000,1339000000,644760,26349,0,1,3
43,48,TX,Texas,2000,4540312379,1733927909,654039,28151,1,1,3
43,48,TX,Texas,2001,4630144818,1914899853,667534,29332,1,1,3
43,48,TX,Texas,2002,5198765809,2098693705,704310,29160,1,1,3
43,48,TX,Texas,2003,4883813876,2275462734,766342,29768,0,1,3
43,48,TX,Texas,2004,5097099242,1844180359,799142,30672,0,1,3
43,48,TX,Texas,2005,5017399810,2096714563,812696,32799,0,1,3
43,48,TX,Texas,2006,5570404871,2450413035,820788,35106,0,1,3
43,48,TX,Texas,2007,5600506677,2819849888,794211,36583,0,1,3
43,48,TX,Texas,2008,6241877967,3059317207,804918,39349,0,1,3
43,48,TX,Texas,2009,6001369045,2928593850,822131,36740,0,1,3
43,48,TX,Texas,2010,6655974961,3358202985,863475,38304,1,1,3
43,48,TX,Texas,2011,6186388741,3813170718,943694,41255,0,1,3
43,48,TX,Texas,2012,6389838452,3795933014,1013647,43458,0,1,3
43,48,TX,Texas,2013,6266805348,4297132872,1019173,43805,0,1,3
43,48,TX,Texas,2014,6858605266,4396541173,1010936,46367,0,1,3
43,48,TX,Texas,2015,6759272260,4604766878,1010334,46654,0,1,3
43,48,TX,Texas,2016,7339189836,4919388155,1020366,46092,0,1,3
44,49,UT,Utah,1990,292700000,80000000,60769,15010,0,2,3
44,49,UT,Utah,1991,305200000,90500000,65125,15656,0,2,3
44,49,UT,Utah,1992,327700000,105500000,71674,16401,0,2,3
44,49,UT,Utah,1993,350900000,115700000,75569,17115,0,2,3
44,49,UT,Utah,1994,366500000,125700000,77828,17933,1,2,3
44,49,UT,Utah,1995,400400000,135800000,79778,19019,0,2,3
44,49,UT,Utah,1996,424900000,148400000,81638,20183,0,2,3
44,49,UT,Utah,1997,463100000,144000000,81318,21288,0,2,3
44,49,UT,Utah,1998,470800000,158867152,84598,22540,0,2,3
44,49,UT,Utah,1999,488600000,160457152,85196,23333,0,2,3
44,49,UT,Utah,2000,522374292,162010353,87640,24531,0,2,3
44,49,UT,Utah,2001,553827695,179486324,91953,25141,0,2,3
44,49,UT,Utah,2002,593431100,189461595,98654,25399,0,2,3
44,49,UT,Utah,2003,610671500,249524699,108386,25911,1,2,3
44,49,UT,Utah,2004,611110900,277724363,108636,27152,1,2,3
44,49,UT,Utah,2005,643500900,295270299,107703,29046,1,2,3
44,49,UT,Utah,2006,686821000,317842306,104350,31454,1,2,3
44,49,UT,Utah,2007,714935000,332048600,102372,33247,1,2,3
44,49,UT,Utah,2008,808259600,370386529,103320,34009,1,2,3
44,49,UT,Utah,2009,773701131,372251355,107649,31907,1,2,3
44,49,UT,Utah,2010,741524000,464400349,118446,32193,1,2,3
44,49,UT,Utah,2011,731630122,541725864,125073,34223,1,2,3
44,49,UT,Utah,2012,725643437,598688859,126594,36176,1,2,3
44,49,UT,Utah,2013,745446100,619075717,123851,36789,1,2,3
44,49,UT,Utah,2014,795036400,642402471,119692,38548,1,2,3
44,49,UT,Utah,2015,883979912,671912361,120352,40864,1,2,3
44,49,UT,Utah,2016,929315814,716136209,122066,42203,1,2,3
45,50,VT,Vermont,1990,56100000,77000000,15210,18233,0,4,2
45,50,VT,Vermont,1991,55400000,85100000,15382,18465,0,4,2
45,50,VT,Vermont,1992,54500000,94200000,15780,19627,0,4,2
45,50,VT,Vermont,1993,52900000,104200000,15595,20218,0,4,2
45,50,VT,Vermont,1994,51700000,108500000,15344,20977,1,4,2
45,50,VT,Vermont,1995,52400000,109800000,14979,21885,1,4,2
45,50,VT,Vermont,1996,53600000,114600000,14933,22883,1,4,2
45,50,VT,Vermont,1997,53700000,118000000,14982,23999,1,4,2
45,50,VT,Vermont,1998,43543544,138093725,15324,25488,1,4,2
45,50,VT,Vermont,1999,45469161,141757431,16049,26961,1,4,2
45,50,VT,Vermont,2000,53876570,136764530,15571,28915,1,4,2
45,50,VT,Vermont,2001,57624650,142677617,15914,30533,1,4,2
45,50,VT,Vermont,2002,61407302,148856735,16379,30991,1,4,2
45,50,VT,Vermont,2003,64907084,150284648,16843,32067,1,4,2
45,50,VT,Vermont,2004,66508333,165937019,17429,33818,1,4,2
45,50,VT,Vermont,2005,68113461,182062938,18059,34557,1,4,2
45,50,VT,Vermont,2006,71592982,204118958,18868,36830,1,4,2
45,50,VT,Vermont,2007,75613930,225425995,19381,38802,1,4,2
45,50,VT,Vermont,2008,78740081,244169426,19875,40645,1,4,2
45,50,VT,Vermont,2009,76131464,275974349,20654,39996,1,4,2
45,50,VT,Vermont,2010,81881869,274528240,21778,41201,1,4,2
45,50,VT,Vermont,2011,83156403,287048565,22548,43622,1,4,2
45,50,VT,Vermont,2012,78602094,302517354,21791,45209,1,4,2
45,50,VT,Vermont,2013,78493637,307098044,21259,45818,1,4,2
45,50,VT,Vermont,2014,81831127,304676795,20903,47676,1,4,2
45,50,VT,Vermont,2015,80723094,315529547,20639,49369,1,4,2
45,50,VT,Vermont,2016,81394294,329297689,20447,50625,1,4,2
46,51,VA,Virginia,1990,1041500000,373100000,211007,20840,1,1,4
46,51,VA,Virginia,1991,1026400000,417800000,215377,21431,1,1,4
46,51,VA,Virginia,1992,922800000,481200000,220348,22398,1,1,4
46,51,VA,Virginia,1993,895600000,550800000,220795,23192,1,1,4
46,51,VA,Virginia,1994,908200000,603700000,218808,24098,1,1,4
46,51,VA,Virginia,1995,925800000,626800000,216673,25035,1,1,4
46,51,VA,Virginia,1996,938100000,664800000,216024,25973,1,1,4
46,51,VA,Virginia,1997,1023600000,670800000,217672,27360,1,1,4
46,51,VA,Virginia,1998,1100500000,688100000,223817,28932,1,1,4
46,51,VA,Virginia,1999,1233696000,699271209,229909,30568,1,1,4
46,51,VA,Virginia,2000,1410171000,652771059,233263,32654,1,1,4
46,51,VA,Virginia,2001,1557416000,671445468,236014,33916,1,1,4
46,51,VA,Virginia,2002,1606220000,702005680,246637,34436,1,1,4
46,51,VA,Virginia,2003,1367765964,915458440,254694,36104,1,1,4
46,51,VA,Virginia,2004,1286057492,1011091871,257534,38118,1,1,4
46,51,VA,Virginia,2005,1416857537,1170561799,260813,40216,1,1,4
46,51,VA,Virginia,2006,1528045074,1255004451,265615,42505,1,1,4
46,51,VA,Virginia,2007,1777974316,1340218673,273039,44289,1,1,4
46,51,VA,Virginia,2008,1798866530,1486788271,281940,45501,1,1,4
46,51,VA,Virginia,2009,1814429775,1657951303,294436,44026,1,1,4
46,51,VA,Virginia,2010,1720204203,1828423523,312598,45413,1,1,4
46,51,VA,Virginia,2011,1827926000,2070199829,321965,47688,1,1,4
46,51,VA,Virginia,2012,1540865971,2527671135,325517,49452,1,1,4
46,51,VA,Virginia,2013,1619495459,2409965534,320481,48717,1,1,4
46,51,VA,Virginia,2014,1687888513,2368914404,318166,50557,1,1,4
46,51,VA,Virginia,2015,1716447759,2519457058,314066,52712,1,1,4
46,51,VA,Virginia,2016,1768223956,2800214150,310368,53345,1,1,4
47,53,WA,Washington,1990,788100000,172500000,153569,20222,1,2,4
47,53,WA,Washington,1991,851700000,189600000,155141,21129,0,2,4
47,53,WA,Washington,1992,870700000,210900000,159388,22237,0,2,4
47,53,WA,Washington,1993,956200000,239400000,174851,22860,0,2,4
47,53,WA,Washington,1994,945000000,258900000,183858,23600,1,2,4
47,53,WA,Washington,1995,923800000,305100000,187135,24475,1,2,4
47,53,WA,Washington,1996,984000000,314300000,192375,25898,1,2,4
47,53,WA,Washington,1997,1063200000,330800000,194795,27405,1,2,4
47,53,WA,Washington,1998,1093900000,341500000,195074,29400,1,2,4
47,53,WA,Washington,1999,1128300000,384600000,199809,31042,1,2,4
47,53,WA,Washington,2000,1218500000,290055000,198984,32858,1,2,4
47,53,WA,Washington,2001,1295063000,358705000,204663,33258,1,2,4
47,53,WA,Washington,2002,1326976000,398739000,213147,33518,1,2,4
47,53,WA,Washington,2003,1350911000,463228000,220677,34545,1,2,4
47,53,WA,Washington,2004,1332281000,503369000,220041,36577,1,2,4
47,53,WA,Washington,2005,1379636000,558471000,213801,37592,1,2,4
47,53,WA,Washington,2006,1504220000,575283000,213055,40265,1,2,4
47,53,WA,Washington,2007,1596527000,621774000,214847,43125,1,2,4
47,53,WA,Washington,2008,1729742000,668292000,221264,44550,1,2,4
47,53,WA,Washington,2009,1768265336,719705945,236742,41851,1,2,4
47,53,WA,Washington,2010,1633134029,813477549,254867,42524,1,2,4
47,53,WA,Washington,2011,1554549647,994744736,261485,44555,1,2,4
47,53,WA,Washington,2012,1324915507,1132833152,253902,47723,1,2,4
47,53,WA,Washington,2013,1372931230,1278143360,248273,48240,1,2,4
47,53,WA,Washington,2014,1538016655,1333430655,245011,51465,1,2,4
47,53,WA,Washington,2015,1539186000,1378863784,242221,53696,1,2,4
47,53,WA,Washington,2016,1730396000,1372283574,240788,55415,1,2,4
48,54,WV,West Virginia,1990,222000000,81000000,58766,14608,0,1,4
48,54,WV,West Virginia,1991,245200000,97200000,60626,15182,0,1,4
48,54,WV,West Virginia,1992,250500000,113400000,63284,16277,0,1,4
48,54,WV,West Virginia,1993,250200000,118400000,63777,16780,0,1,4
48,54,WV,West Virginia,1994,268100000,132200000,62316,17480,1,1,4
48,54,WV,West Virginia,1995,277800000,149500000,61519,18037,0,1,4
48,54,WV,West Virginia,1996,291500000,147800000,60806,18767,0,1,4
48,54,WV,West Virginia,1997,302500000,153500000,60822,19587,0,1,4
48,54,WV,West Virginia,1998,316400000,164100000,62026,20534,0,1,4
48,54,WV,West Virginia,1999,329700000,176800000,62337,21130,0,1,4
48,54,WV,West Virginia,2000,385026154,164178679,62959,22386,0,1,4
48,54,WV,West Virginia,2001,405582841,162498647,62902,23786,0,1,4
48,54,WV,West Virginia,2002,432870615,186620264,64799,24530,1,1,4
48,54,WV,West Virginia,2003,429256223,199790396,67374,24759,1,1,4
48,54,WV,West Virginia,2004,400503343,221816055,69466,25592,1,1,4
48,54,WV,West Virginia,2005,422096118,255215183,70786,26828,1,1,4
48,54,WV,West Virginia,2006,413897024,279062225,71717,28546,1,1,4
48,54,WV,West Virginia,2007,451626531,296169982,72679,29551,1,1,4
48,54,WV,West Virginia,2008,557199890,319043648,73525,31328,1,1,4
48,54,WV,West Virginia,2009,508290113,354007603,74864,31470,1,1,4
48,54,WV,West Virginia,2010,512023354,375925805,78798,32392,1,1,4
48,54,WV,West Virginia,2011,523995613,403962472,81116,34184,1,1,4
48,54,WV,West Virginia,2012,534382333,426592343,80193,35143,1,1,4
48,54,WV,West Virginia,2013,540957475,420616885,78458,34950,1,1,4
48,54,WV,West Virginia,2014,506812924,476797146,76202,36053,1,1,4
48,54,WV,West Virginia,2015,500087938,476846513,72765,36774,1,1,4
48,54,WV,West Virginia,2016,477219418,497854571,71026,36912,1,1,4
49,55,WI,Wisconsin,1990,789600000,359000000,188500,18438,1,3,3
49,55,WI,Wisconsin,1991,837800000,381200000,188074,18936,1,3,3
49,55,WI,Wisconsin,1992,856900000,397500000,188268,20179,1,3,3
49,55,WI,Wisconsin,1993,895600000,420900000,186552,20986,1,3,3
49,55,WI,Wisconsin,1994,928300000,387000000,185588,22088,1,3,3
49,55,WI,Wisconsin,1995,970900000,408300000,181486,23015,1,3,3
49,55,WI,Wisconsin,1996,963500000,425100000,180920,24129,1,3,3
49,55,WI,Wisconsin,1997,958900000,441000000,179636,25429,1,3,3
49,55,WI,Wisconsin,1998,993800000,473600000,184019,26995,1,3,3
49,55,WI,Wisconsin,1999,1032600000,502300000,188790,27954,1,3,3
49,55,WI,Wisconsin,2000,1067000000,540800000,191528,29573,1,3,3
49,55,WI,Wisconsin,2001,1141661400,476537300,196523,30852,1,3,3
49,55,WI,Wisconsin,2002,1165835400,520446519,204123,31436,1,3,3
49,55,WI,Wisconsin,2003,1182207300,571884609,209599,32098,1,3,3
49,55,WI,Wisconsin,2004,1094073292,629757345,212880,33354,1,3,3
49,55,WI,Wisconsin,2005,1089082127,723254719,212752,34353,1,3,3
49,55,WI,Wisconsin,2006,1076865418,784367472,214065,36297,1,3,3
49,55,WI,Wisconsin,2007,1138605448,838083635,215098,37764,1,3,3
49,55,WI,Wisconsin,2008,1208566464,852504481,219006,38914,1,3,3
49,55,WI,Wisconsin,2009,1256337919,884668069,224113,38085,1,3,3
49,55,WI,Wisconsin,2010,1213611307,1004222753,237403,38994,1,3,3
49,55,WI,Wisconsin,2011,1293558993,1054881991,240625,41119,1,3,3
49,55,WI,Wisconsin,2012,1072706681,1156408923,233284,42956,1,3,3
49,55,WI,Wisconsin,2013,1127019916,1216018562,229463,43076,1,3,3
49,55,WI,Wisconsin,2014,1076167922,1257366916,223777,44780,1,3,3
49,55,WI,Wisconsin,2015,1563321661,1255218834,219490,46558,1,3,3
49,55,WI,Wisconsin,2016,1433406014,1289063320,217856,47426,1,3,3
50,56,WY,Wyoming,1990,129600000,17400000,21592,18147,0,2,4
50,56,WY,Wyoming,1991,131000000,17500000,21593,18818,0,2,4
50,56,WY,Wyoming,1992,136900000,23500000,22644,19583,0,2,4
50,56,WY,Wyoming,1993,135900000,29800000,22005,20419,0,2,4
50,56,WY,Wyoming,1994,135700000,33600000,21601,21034,0,2,4
50,56,WY,Wyoming,1995,139400000,34400000,21521,21818,0,2,4
50,56,WY,Wyoming,1996,144300000,39700000,23685,22693,0,2,4
50,56,WY,Wyoming,1997,195517223,43600000,21007,24282,0,2,4
50,56,WY,Wyoming,1998,183533312,45900000,21077,25788,0,2,4
50,56,WY,Wyoming,1999,177835396,50565003,23548,27461,0,2,4
50,56,WY,Wyoming,2000,185850840,52526275,20419,29363,0,2,4
50,56,WY,Wyoming,2001,150332680,55299939,20198,30971,0,2,4
50,56,WY,Wyoming,2002,163429717,44321052,20874,31448,0,2,4
50,56,WY,Wyoming,2003,193065410,48893389,21774,33109,0,2,4
50,56,WY,Wyoming,2004,200615570,45832464,22225,34977,0,2,4
50,56,WY,Wyoming,2005,217638250,48868911,22426,38071,0,2,4
50,56,WY,Wyoming,2006,251244326,51191670,22483,43192,0,2,4
50,56,WY,Wyoming,2007,276929650,50851261,22569,44905,0,2,4
50,56,WY,Wyoming,2008,290507515,52250946,23054,48227,0,2,4
50,56,WY,Wyoming,2009,327329344,43525758,23628,43488,0,2,4
50,56,WY,Wyoming,2010,307863715,43630907,25587,46002,0,2,4
50,56,WY,Wyoming,2011,384142924,47813616,26392,50115,0,2,4
50,56,WY,Wyoming,2012,336853978,54335426,26174,53712,0,2,4
50,56,WY,Wyoming,2013,382436460,58504472,25669,53102,0,2,4
50,56,WY,Wyoming,2014,349773047,60354917,24986,56682,0,2,4
50,56,WY,Wyoming,2015,374015659,63795835,24041,57225,0,2,4
50,56,WY,Wyoming,2016,416424253,59434380,23812,55511,0,2,4
